CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
SECGF LTD,15325595,,,11 RECTORY ROAD,,MANCHESTER,,ENGLAND,M8 5EA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41201 - Construction of commercial buildings,80200 - Security systems service activities,84250 - Fire service activities,95110 - Repair of computers and peripheral equipment,0,0,http://business.data.gov.uk/id/company/15325595,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SECURITY PLUS SERVICES LIMITED,15326023,,,57 GEORGE ELLIOT ROAD,,COVENTRY,,ENGLAND,CV1 4HT,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,80100 - Private security activities,,,,0,0,http://business.data.gov.uk/id/company/15326023,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SECUROPERK LTD,15325570,,,87 PARKHOUSE DRIVE,,BIRMINGHAM,WEST MIDLANDS,UNITED KINGDOM,B23 7UA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/15325570,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SELEZ LIMITED,15325969,,,55 HOGHTON STREET,,SOUTHPORT,,ENGLAND,PR9 0PG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/15325969,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SEMBEZA AFRICA LTD,15325759,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,93110 - Operation of sports facilities,93199 - Other sports activities,96040 - Physical well-being activities,96090 - Other service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/15325759,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SENDERO SOLUTIONS LTD,15326103,,,"UNIT 10, NEW HOUSE BUSINESS CENTRE",OLD CRAWLEY ROAD,HORSHAM,WEST SUSSEX,UNITED KINGDOM,RH12 4RU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62020 - Information technology consultancy activities,62090 - Other information technology service activities,,,0,0,http://business.data.gov.uk/id/company/15326103,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SENTIMENTJOURNEY LTD,15325638,,,"7 CORONATION ROAD, DEPHNA HOUSE, LAUNCHESE #105",,LONDON,,UNITED KINGDOM,NW10 7PQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325638,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SEOANDART LTD,15325416,,,FLAT 210 THE ROOST RESIDENTIAL ACCOMMODATION,SCARTHO ROAD,GRIMSBY,,UNITED KINGDOM,DN33 2BL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325416,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SERENEX LTD,NI705823,,,62 CIRCULAR RD,,BELFAST,,NORTHERN IRELAND,BT4 2GB,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46190 - Agents involved in the sale of a variety of goods,"46510 - Wholesale of computers, computer peripheral equipment and software",62020 - Information technology consultancy activities,79110 - Travel agency activities,0,0,http://business.data.gov.uk/id/company/NI705823,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SERENITY MASSAGE THERAPY LIMITED,15325999,,,38 JAMES HUXLEY AVENUE,,MAIDSTONE,,ENGLAND,ME16 0ZH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96040 - Physical well-being activities,,,,0,0,http://business.data.gov.uk/id/company/15325999,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SERNYAAMO CARE SERVICES LTD,15325728,,,32 BUTLEIGH ROAD,,SWINDON,,ENGLAND,SN25 2AA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,87900 - Other residential care activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325728,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SET SUCCESS HOLDING COMPANY LIMITED,15325630,,,7 BANNER CLOSE,WATTS WOOD,PURFLEET,ESSEX,UNITED KINGDOM,RM19 1RN,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/15325630,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SHABANIX LTD,15325683,,,2 FREDERICK STREET,KINGS CROSS,LONDON,,UNITED KINGDOM,WC1X 0ND,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,58290 - Other software publishing,62012 - Business and domestic software development,,,0,0,http://business.data.gov.uk/id/company/15325683,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SHAMIM76 LIMITED,15325521,,,26 B PERCY ROAD,,LONDON,,UNITED KINGDOM,W12 9QA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15325521,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SHAUGHNESSY LOGISTICS LTD,15325279,,,51 TENNYSON STREET,,OLDHAM,GREATER MANCHESTER,UNITED KINGDOM,OL1 4NH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/15325279,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SHEVOCK BURN COMMUNITY INTEREST COMPANY,SC791275,,,WANTONWELLS,OLD LESLIE ROAD,INSCH,,SCOTLAND,AB52 6NL,Community Interest Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"01130 - Growing of vegetables and melons, roots and tubers",,,,0,0,http://business.data.gov.uk/id/company/SC791275,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SHOAIB AMJAD LTD,15325606,,,20 LILAC ROAD,,SHEFFIELD,,ENGLAND,S5 6FU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325606,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SHOP FLIP LIMITED,15325568,,,"UNIT A, 82 JAMES CARTER ROAD",MILDENHALL,BURY ST. EDMUNDS,,ENGLAND,IP28 7DE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15325568,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SHOP SUSHI LTD,15326051,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56290 - Other food services,,,,0,0,http://business.data.gov.uk/id/company/15326051,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SICIERTO LLP,OC450170,,,29 CHELTENHAM ROAD,,MANCHESTER,COUNTY OPTIONAL,ENGLAND,M21 9GL,Limited Liability Partnership,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC450170,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SIDJ LTD,15325351,,,28 SCULTHORPE AVENUE,WEST LYNN,KING'S LYNN,,ENGLAND,PE34 3NF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/15325351,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SIF MANAGEMENT SERVICES LTD,15325274,,,10 HEYNES GREEN,,MAIDENHEAD,,ENGLAND,SL6 3NA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68320 - Management of real estate on a fee or contract basis,70229 - Management consultancy activities other than financial management,,,0,0,http://business.data.gov.uk/id/company/15325274,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SIGN OF LOVE LIMITED,15325860,,,167 REDFORD CLOSE,,FELTHAM,,ENGLAND,TW13 4TF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15325860,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SIM ONLY LTD,15325758,,,"UNIT 16A, LAKE ENTERPRISE PARK",BERGEN WAY,HULL,EAST RIDING OF YORKSHIRE,UNITED KINGDOM,HU7 0YQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,61200 - Wireless telecommunications activities,61900 - Other telecommunications activities,62020 - Information technology consultancy activities,,0,0,http://business.data.gov.uk/id/company/15325758,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SIMO-CON LTD,15325997,,,50 ABBOTSFORD AVENUE,,BIRMINGHAM,,UNITED KINGDOM,B43 6HD,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43120 - Site preparation,43999 - Other specialised construction activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/15325997,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SIP NIGHT LTD,15325650,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"46170 - Agents involved in the sale of food, beverages and tobacco","46341 - Wholesale of fruit and vegetable juices, mineral water and soft drinks","46342 - Wholesale of wine, beer, spirits and other alcoholic beverages","46370 - Wholesale of coffee, tea, cocoa and spices",0,0,http://business.data.gov.uk/id/company/15325650,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SIX PINS LTD,15325996,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,71200 - Technical testing and analysis,73110 - Advertising agencies,74100 - specialised design activities,0,0,http://business.data.gov.uk/id/company/15325996,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SKIPPERWATERSPORTSANDCAFE LTD,15325762,,,35 GREEN LANE,,SEAFORD,EAST  SUSSEX,ENGLAND,BN25 1EG,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86101 - Hospital activities,,,,0,0,http://business.data.gov.uk/id/company/15325762,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SKRECO LTD,15325579,,,284 CHASE ROAD A BLOCK UNIT 677,2ND FLOOR,LONDON,,UNITED KINGDOM,N14 6HF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,62012 - Business and domestic software development,62090 - Other information technology service activities,,0,0,http://business.data.gov.uk/id/company/15325579,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SKS SOLUTIONS LTD,15325296,,,119 MARTINDALE ROAD,,HOUNSLOW,,ENGLAND,TW4 7EZ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,58290 - Other software publishing,62012 - Business and domestic software development,62020 - Information technology consultancy activities,74100 - specialised design activities,0,0,http://business.data.gov.uk/id/company/15325296,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SKY-HOUSE CO. (WIRRAL WATERS) LIMITED,15325328,,,OSPREY HOUSE THE NEST,217 - 227 BROADWAY,SALFORD,,UNITED KINGDOM,M50 2UE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/15325328,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SKYCONNECT INFRASTRUCTURE IT SOLUTIONS LIMITED,15326147,,,43 CONSTANCE STREET,,LONDON,,ENGLAND,E16 2DQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62090 - Other information technology service activities,,,,0,0,http://business.data.gov.uk/id/company/15326147,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SKYLIGHT ENERGY LTD,15326133,,,1-2 CRAVEN ROAD,,LONDON,,UNITED KINGDOM,W5 2UA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,42220 - Construction of utility projects for electricity and telecommunications,,,,0,0,http://business.data.gov.uk/id/company/15326133,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SKYLIGHT ENTERTAINMENT LIMITED,15325437,,,18 BULL STREET,,BURNLEY,LANCASHIRE,UNITED KINGDOM,BB11 1DW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/15325437,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SLEEKSHOPPE LTD,15326045,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,14190 - Manufacture of other wearing apparel and accessories n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15326045,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SLEEPY STREET LTD,15325836,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46190 - Agents involved in the sale of a variety of goods,"47990 - Other retail sale not in stores, stalls or markets",,,0,0,http://business.data.gov.uk/id/company/15325836,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SMAILSHOP LTD,15325288,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,94110 - Activities of business and employers membership organizations,,,,0,0,http://business.data.gov.uk/id/company/15325288,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SMART TECHNOLOGIES INC LIMITED,15325725,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,62090 - Other information technology service activities,"63110 - Data processing, hosting and related activities",,,0,0,http://business.data.gov.uk/id/company/15325725,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SMW MUSIC LTD,15326144,,,27 MAYTON STREET,,LONDON,,ENGLAND,N7 6QP,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47591 - Retail sale of musical instruments and scores,,,,0,0,http://business.data.gov.uk/id/company/15326144,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SNCSUPPLIES LTD,15326054,,,48 FENSOME DRIVE,HOUGHTON REGIS,DUNSTABLE,,ENGLAND,LU5 5SH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15326054,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SOCIALPROFIT.IO LTD,15325929,,,"3RD FLOOR, 86-90",PAUL STREET,LONDON,ENGLAND,UNITED KINGDOM,EC2A 4NE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,58290 - Other software publishing,,,,0,0,http://business.data.gov.uk/id/company/15325929,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SOFTNESS LIMITED,15325951,,,9 HOLCUTT CLOSE,WOOTTON,NORTHAMPTON,,ENGLAND,NN4 6AE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,14142 - Manufacture of women's underwear,,,,0,0,http://business.data.gov.uk/id/company/15325951,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SOUTH SEA N LTD,15325987,,,39 AEGEAN APARTMENTS,19 WESTERN GATEWAY,LONDON,,UNITED KINGDOM,E16 1AR,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/15325987,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SPACEPLUS IO LIMITED,15325922,,,101 NEW CAVENDISH STREET,1ST FLOOR SOUTH,LONDON,,UNITED KINGDOM,W1W 6XH,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15325922,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SPECK SERVICES LTD,15325436,,,113 WINDSOR ROAD,,ILFORD,,ENGLAND,IG1 1HF,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,81299 - Other cleaning services,,,,0,0,http://business.data.gov.uk/id/company/15325436,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SPICY LAND PERI PERI LTD,15325796,,,UNIT G2,168 MILE END ROAD,LONDON,,UNITED KINGDOM,E1 4LJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/15325796,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SPIGADOLCE LTD,15326120,,,FLAT 5 GILES BUILDING,UPPER HAMPSTEAD WALK,LONDON,,ENGLAND,NW3 1DE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"10730 - Manufacture of macaroni, noodles, couscous and similar farinaceous products",,,,0,0,http://business.data.gov.uk/id/company/15326120,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SPLIT INFINITY GAMES LTD,15326102,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,58290 - Other software publishing,62011 - Ready-made interactive leisure and entertainment software development,71129 - Other engineering activities,,0,0,http://business.data.gov.uk/id/company/15326102,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SPORT 360 AGENCY LIMITED,15326007,,,19 PUMPHOUSE WAY,,OLDBURY,,ENGLAND,B69 4TJ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,82990 - Other business support service activities n.e.c.,93199 - Other sports activities,,0,0,http://business.data.gov.uk/id/company/15326007,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SPORTS REHAB HEALTH & PERFORMANCE LTD,15325403,,,UNIT 1 RUMBUSH FARM RUMBUSH LANE,EARLSWOOD,SOLIHULL,,ENGLAND,B94 5LW,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,86220 - Specialists medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/15325403,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SPRINGVILLE HOUSING LTD,15325314,,,"FLAT 1 BST, 3",MARLOES ROAD,LONDON,,UNITED KINGDOM,W8 6LQ,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68201 - Renting and operating of Housing Association real estate,68209 - Other letting and operating of own or leased real estate,70229 - Management consultancy activities other than financial management,82990 - Other business support service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/15325314,,,,,,,,,,,,,,,,,,,,,17/12/2024,
SRR SECURITY SERVICES LTD,15325660,,,"3, ALBANY COURT, FLAT 121",ALBANY ROAD,LONDON,,UNITED KINGDOM,E10 7EU,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,80100 - Private security activities,,,,0,0,http://business.data.gov.uk/id/company/15325660,,,,,,,,,,,,,,,,,,,,,17/12/2024,
ST JOHN BOSCO YOUTH CENTRE LIMITED,NI705791,,,ST. JOHN BOSCO YOUTH CLUB,CHEQUER HILL,NEWRY,COUNTY DOWN,NORTHERN IRELAND,BT35 6DY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,93290 - Other amusement and recreation activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/NI705791,,,,,,,,,,,,,,,,,,,,,17/12/2024,
STAR LYTE HOMES ASSETS LTD,15326034,,,52 ST. CHADS ROAD,,TILBURY,,ENGLAND,RM18 8LA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/15326034,,,,,,,,,,,,,,,,,,,,,17/12/2024,
STEADFAST LOFT BOARDING LIMITED,15325410,,,64 BOTTOMS LANE,BIRKENSHAW,BRADFORD,,ENGLAND,BD11 2HL,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,43320 - Joinery installation,,,,0,0,http://business.data.gov.uk/id/company/15325410,,,,,,,,,,,,,,,,,,,,,17/12/2024,
STEEL ROCK CONSTRUCTIONS LIMITED,15325491,,,28 THE AVENUE,CRANFORD,HOUNSLOW,,ENGLAND,TW5 9RA,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,41202 - Construction of domestic buildings,43999 - Other specialised construction activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/15325491,,,,,,,,,,,,,,,,,,,,,17/12/2024,
STRATOLINK INNOVATIONS LIMITED,15325927,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,58290 - Other software publishing,,,,0,0,http://business.data.gov.uk/id/company/15325927,,,,,,,,,,,,,,,,,,,,,17/12/2024,
STUDIO NEVE LTD,15325374,,,8 BLOOMFIELD COTTAGES,BELLINGDON,CHESHAM,,ENGLAND,HP5 2XR,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/15325374,,,,,,,,,,,,,,,,,,,,,17/12/2024,
STYLETREND STORE LIMITED,15326071,,,"63-66 63-66 HATTON GARDEN 5TH FLOOR, SUITE 23 LONDON EC1",,LONDON,,UNITED KINGDOM,EC1N 8LE,Private Limited Company,Active,United Kingdom,,2023-12-04,31.0,12.0,04/09/2025,,NO ACCOUNTS FILED,01/01/2025,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/15326071,,,,,,,,,,,,,,,,,,,,,17/12/2024,
